,STOCK,CODE
3370,Sabero Organics Gujarat Ltd.,BOM524446
3371,Saboo Brothers Ltd.,BOM530267
3372,Saboo Sodium Chloro Ltd.,BOM530461
3373,Sacheta Metals Ltd.,BOM531869
3374,Sadbhav Engineering Ltd.,BOM532710
3375,Sadbhav Infrastructure Project Ltd,BOM539346
3376,Sadhana Nitrochem Ltd.,BOM506642
3377,Safal Herbs Limited,BOM532034
3378,Safal Securities Ltd,BOM531448
3379,Safari Industries (india) Ltd.,BOM523025
3380,Saffron Industries Limited,BOM531436
3381,Sagar Cements Ltd,BOM502090
3382,Sagar Productions Limited,BOM532092
3383,Sagar Soya Products Ltd.,BOM507663
3384,Sagar Systech Ltd.,BOM511254
3385,Sagar Tourist Resorts Ltd.,BOM526085
3386,Sahara Housingfina Corporation Ltd.,BOM511533
3387,Sahara One Media & Entertainment Ltd,BOM503691
3388,Sahyadri Industries Ltd.,BOM532841
3389,Sai Baba Investment And Commercial Enterprises Ltd,BOM538557
3390,Sai Capital Ltd.,BOM531931
3391,Sai Industries Ltd.,BOM530905
3392,Saianand Commercial Limited,BOM512097
3393,Sainik Finance & Industries Ltd.,BOM530265
3394,Saint-gobain Sekurit India Ltd.,BOM515043
3395,Saksoft Ltd.,BOM590051
3396,Sakthi Finance Ltd.,BOM511066
3397,Sakthi Sugars Ltd.,BOM507315
3398,Sakuma Exports Ltd.,BOM532713
3399,Salguti Industries Ltd.,BOM526554
3400,Salona Cotspin Ltd.,BOM590056
3401,Salora International Ltd.,BOM500370
3402,Salzer Electronics Ltd,BOM517059
3403,Sam Industries Ltd.,BOM532005
3404,Sam Leaseco Ltd.,BOM504345
3405,Sambandam Spinning Mills Ltd,BOM521240
3406,Sambhaav Media Ltd.,BOM511630
3407,Samkrg Pistons & Rings Ltd,BOM520075
3408,Sampre Nutritions Ltd.,BOM530617
3409,Samrat Pharmachem Ltd,BOM530125
3410,Samruddhi Realty Ltd.,BOM535466
3411,Samtel Color Ltd.,BOM500372
3412,Samtel India Ltd,BOM500371
3413,Samtex Fashions Ltd,BOM521206
3414,Samyak International Ltd.,BOM530025
3415,Sanblue Corporation Ltd.,BOM521222
3416,Sancia Global Infraprojects Limited,BOM532836
3417,Sanco Trans Ltd.,BOM523116
3418,Sand Plast (india) Ltd.,BOM533079
3419,Sandesh Ltd.,BOM526725
3420,Sandu Pharmaceuticals Ltd.,BOM524703
3421,Sandur Manganese & Iron Ores Ltd.,BOM504918
3422,Sang Froid Labs (india) Ltd,BOM539392
3423,Sangal Papers Ltd.,BOM516096
3424,Sangam (india) Ltd.,BOM514234
3425,Sangam Advisors Ltd.,BOM534618
3426,Sanghi Corporate Services Ltd.,BOM511640
3427,Sanghi Industries Ltd.,BOM526521
3428,Sanghvi Forging And Engineering Ltd.,BOM533411
3429,Sanghvi Movers Ltd.,BOM530073
3430,Sanguine Media Ltd.,BOM531898
3431,Sanjivani Paranteral Ltd.,BOM531569
3432,Sankhya Infotech Ltd.,BOM532972
3433,Sanmit Infra Limited,BOM532435
3434,Sanmitra Commercial Ltd.,BOM512062
3435,Sanofi India Ltd,BOM500674
3436,Sanrhea Technical Textiles Ltd.,BOM514280
3437,Santaram Spinners Ltd.,BOM531323
3438,Santosh Fine-fab Ltd.,BOM530035
3439,Santowin Corporation Ltd.,BOM512465
3440,Sanwaria Agro Oils Ltd,BOM519260
3441,Sapan Chemicals Ltd.,BOM531781
3442,Saptarishi Agro Industries Ltd.,BOM519238
3443,Sar Auto Products Ltd,BOM538992
3444,Saraswati Commercial (india) Ltd.,BOM512020
3445,Sarda Energy & Minerals Ltd,BOM504614
3446,Sarda Papers Ltd.,BOM516032
3447,Sarda Plywood Industries Ltd.,BOM516003
3448,Sarda Proteins Ltd.,BOM519242
3449,Saregama India Ltd.,BOM532163
3450,Sarla Performance Fibers Ltd,BOM526885
3451,Sarthak Global Ltd.,BOM530993
3452,Sarthak Industries Ltd.,BOM531930
3453,Sarup Industries Ltd,BOM514412
3454,Sarvamangal Mercantile Co.ltd.,BOM506190
3455,Sarvottam Finvest Ltd,BOM539124
3456,Sashwat Technocrats Limited,BOM506313
3457,Sasken Communication Technologies Ltd.,BOM532663
3458,Sat Industries Ltd,BOM511076
3459,Satellite Engineering Ltd.,BOM522279
3460,Sathavahana Ispat Ltd.,BOM526093
3461,Satia Industries Ltd,BOM539201
3462,Satin Creditcare Network Ltd,BOM539404
3463,Satkar Finlease Ltd,BOM536592
3464,Satra Properties (india) Ltd.,BOM508996
3465,Satya Miners & Transporters Ltd,BOM537068
3466,Satyam Silk Mills Ltd.,BOM503893
3467,Saumya Capital Limited,BOM531160
3468,Saumya Consultants Ltd,BOM539218
3469,Saurashtra Cement Ltd.,BOM502175
3470,Savani Financials Ltd.,BOM511577
3471,Savant Infocomm Ltd.,BOM517320
3472,Saven Technologies Ltd.,BOM532404
3473,Savera Industries Ltd.,BOM512634
3474,Savita Oil Technologies Ltd.,BOM524667
3475,Sawaca Business Machines Ltd.,BOM531893
3476,Sayaji Hotels Ltd.,BOM523710
3477,Sb & T International Ltd.,BOM513583
3478,Sbec Sugar Ltd.,BOM532102
3479,Sbi Equity Opportunities Fund - Series I- Regular Plan -growth,BOM538709
3480,Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout,BOM538712
3481,Sbi Equity Opportunities Fund - Series I-direct Plan -growth,BOM538711
3482,Sbi Equity Opportunities Fund - Series I-regular Plan- Dividend Payout,BOM538710
3483,Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout,BOM538821
3484,Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth,BOM538820
3485,Sbi Equity Opportunities Fund - Series Ii-regular Plan -growth,BOM538818
3486,Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout,BOM538819
3487,Sbi Mutual Fund - Sbi - Etf Bse 100,BOM539031
3488,Sbi Mutual Fund - Sbi Sensex Etf,BOM535276
3489,Sc Agrotech Ltd,BOM526081
3490,Scan Projects Ltd.,BOM531797
3491,Scan Steels Limited,BOM511672
3492,Scandent Imaging Limited,BOM516110
3493,Scanpoint Geomatics Ltd.,BOM526544
3494,Schablona India Ltd.,BOM507894
3495,Schneider Electric Infrastructure Ltd.,BOM534139
3496,Schneider Electric President Systems Limited,BOM590033
3497,Schrader Duncan Ltd,BOM504908
3498,Scintilla Commercial & Credit Ltd,BOM538857
3499,Scooters India Ltd.,BOM505141
3500,Scope Industries (india) Limited,BOM531886
3501,Sea Gold Aqua Farms Ltd.,BOM530361
3502,Sea Tv Network Ltd.,BOM533268
3503,Seamec Ltd.,BOM526807
3504,Seasons Furnishings Ltd.,BOM521182
3505,Seasons Textiles Ltd,BOM514264
3506,Secunderabad Healthcare Ltd.,BOM524540
3507,Secure Earth Technoligies Ltd.,BOM511503
3508,Sel Manufacturing Company Ltd.,BOM532886
3509,Selan Exploration Technology Ltd,BOM530075
3510,Selanbbph,BOM533044
3511,Sellwin Traders Ltd,BOM538875
3512,Senbo Industries Ltd.,BOM532021
3513,Senthil Infotek Ltd,BOM531980
3514,Sequel E-routers Ltd.,BOM521238
3515,Sequent Scientific Ltd.,BOM512529
3516,Ser Industries Ltd.,BOM507984
3517,Servalakshmi Paper Ltd.,BOM533401
3518,Servotech Engineering Industries Ltd.,BOM531944
3519,Seshachal Technologies Ltd.,BOM531794
3520,Seshasayee Paper & Boards Ltd.,BOM502450
3521,Setco Automotive Ltd.,BOM505075
3522,Seven Hill Industries Limited,BOM511760
3523,Sezal Glass Limited,BOM532993
3524,Sfl International Ltd,BOM530867
3525,Sgn Telecoms Ltd.,BOM531812
3526,Shaba Chemicals Ltd.,BOM524546
3527,Shah Alloys Ltd.,BOM513436
3528,Shah Construction Co.ltd.,BOM509870
3529,Shah Foods Ltd.,BOM519031
3530,Shaily Engineering Plastics Ltd.,BOM501423
3531,Shakti Press Ltd.,BOM526841
3532,Shakti Pumps (india) Ltd,BOM531431
3533,Shalibhadra Finance Ltd.,BOM511754
3534,Shalimar Paints Ltd,BOM509874
3535,Shalimar Productions Ltd.,BOM512499
3536,Shalimar Wires Industries Ltd.,BOM532455
3537,Shantanu Sheorey Aquakult Ltd.,BOM531925
3538,Shanthi Gears Ltd.,BOM522034
3539,Shantivijay Jewels Ltd,BOM530989
3540,Sharad Fibres & Yarn Processors Ltd.,BOM514402
3541,Sharda Cropchem Ltd,BOM538666
3542,Sharda Ispat Ltd.,BOM513548
3543,Sharda Motor Industries Ltd,BOM535602
3544,Shardul Securities Ltd.,BOM512393
3545,Sharon Bio-medicine Ltd,BOM532908
3546,Sharp India Ltd.,BOM523449
3547,Sharp Industries Ltd.,BOM523359
3548,Sharp Investments Ltd,BOM538212
3549,Shasun Pharmaceuticals Ltd.,BOM524552
3550,Sheetal Diamonds Ltd.,BOM530525
3551,Shekhawati Poly-yarn Ltd.,BOM533301
3552,Shell Infotech Ltd.,BOM503630
3553,Shelter Infra Projects Ltd,BOM526839
3554,Shemaroo Entertainment Ltd,BOM538685
3555,Sheraton Properties & Finance Ltd.,BOM512367
3556,Shervani Industrial Syndicate Ltd.,BOM526117
3557,Sheshadri Industries Ltd,BOM539111
3558,Shetron Ltd.,BOM526137
3559,Shikhar Leasing & Trading Ltd.,BOM507952
3560,Shilchar Technologies Ltd.,BOM531201
3561,Shilp Gravures Ltd,BOM513709
3562,Shilpa Medicare Ltd.,BOM530549
3563,Shilpi Cable Technologies Ltd.,BOM533389
3564,Shipping Corporation Of India Ltd.,BOM523598
3565,Shirpur Gold Refinery Ltd.,BOM512289
3566,Shiva Cement Ltd.,BOM532323
3567,Shiva Global Agro Industries Ltd.,BOM530433
3568,Shiva Medicare Ltd.,BOM524602
3569,Shiva Suitings Ltd.,BOM521003
3570,Shiva Texyarn Ltd.,BOM511108
3571,Shivagrico Implements Ltd.,BOM522237
3572,Shivalik Bimetal Controls Ltd.,BOM513097
3573,Shivalik Rasayan Ltd,BOM539148
3574,Shivam Autotech Ltd.,BOM532776
3575,Shivkrupa Machineries And Engineering Services Ltd,BOM539359
3576,Shoppers Stop Ltd.,BOM532638
3577,Shree Ajit Pulp & Paper Ltd,BOM590058
3578,Shree Ajit Pulp And Paper Ltd,BOM538795
3579,Shree Ashtavinayak Cine Vision Ltd.,BOM532793
3580,Shree Bhavya Fabrics Ltd,BOM521131
3581,Shree Bhawani Paper Mills Ltd.,BOM502563
3582,Shree Cement Ltd.,BOM500387
3583,Shree Digvijay Cement Co.ltd,BOM502180
3584,Shree Ganesh Elastoplast Ltd.,BOM530797
3585,Shree Ganesh Forgings Ltd.,BOM532643
3586,Shree Ganesh Jewellery House (i) Ltd.,BOM533180
3587,Shree Global Tradefin Ltd.,BOM512463
3588,Shree Hanuman Sugar & Industries Ltd,BOM537709
3589,Shree Hari Chemicals Export Ltd.,BOM524336
3590,Shree Karthik Papers Ltd.,BOM516106
3591,Shree Krishna Paper Mills & Industries Ltd.,BOM500388
3592,Shree Manufacturing Co.ltd.,BOM503863
3593,Shree Metalloys Ltd.,BOM531962
3594,Shree Om Trades Ltd.,BOM506180
3595,Shree Pacetronix Ltd.,BOM527005
3596,Shree Precoated Steels Ltd.,BOM533110
3597,Shree Pushkar Chemicals & Fertilisers Ltd,BOM539334
3598,Shree Rajasthan Syntex Ltd,BOM503837
3599,Shree Rajeshwaranand Paper Mills Ltd.,BOM516086
3600,Shree Ram Urban Infrastructure Ltd.,BOM503205
3601,Shree Rama Multi-tech Ltd.,BOM532310
3602,Shree Rama Newsprint Ltd.,BOM500356
3603,Shree Rang Mark Travels Ltd.,BOM531149
3604,Shree Rani Sati Investment & Finance Ltd.,BOM501267
3605,Shree Renuka Sugars Ltd.,BOM532670
3606,Shree Salasar Investment Ltd.,BOM503635
3607,Shree Securities Ltd,BOM538975
3608,Shree Shaleen Textiles Limited,BOM505513
3609,Shree Steel Wire Ropes Ltd.,BOM513488
3610,Shree Surgovind Tradelink Ltd.,BOM531667
3611,Shree Tulsi Online.com Ltd.,BOM590128
3612,Shreejal Info Hubs Ltd.,BOM506874
3613,Shreekrishna Biotech Ltd.,BOM505592
3614,Shreenath Industrial Investment Company Ltd,BOM539224
3615,Shreevatsaa Finance & Leasing Ltd.,BOM532007
3616,Shrenuj & Co.ltd.,BOM523236
3617,Shreyans Industries Ltd,BOM516016
3618,Shreyas Intermediates Ltd.,BOM526335
3619,Shreyas Shipping & Logistics Ltd.,BOM520151
3620,Shri Aster Silicates Limited,BOM533219
3621,Shri Bajrang Alloys Ltd.,BOM526981
3622,Shri Bholanath Carpets Ltd,BOM530841
3623,Shri Dinesh Mills Ltd,BOM503804
3624,Shri Jagdamba Polymers Ltd.,BOM512453
3625,Shri Kalyan Holdings Ltd.,BOM532083
3626,Shri Krishna Devcon Ltd.,BOM531080
3627,Shri Krishna Prasadam Ltd,BOM537954
3628,Shri Lakshmi Cotsyn Ltd.,BOM526049
3629,Shri Mahalaxmi Agricultural Development Ltd,BOM539010
3630,Shri Niwas Leasing And Finance Ltd,BOM538897
3631,Shricon Industries Ltd.,BOM508961
3632,Shriram Asset Management Co.ltd.,BOM531359
3633,Shriram City Union Finance Ltd.,BOM532498
3634,Shriram Epc Ltd.,BOM532945
3635,Shriram Transport Finance Co.ltd.,BOM511218
3636,Shristi Infrastructure Development Corporation Ltd.,BOM511411
3637,Shubhra Leasing Finance And Investment Company Ltd,BOM538565
3638,Shukra Bullions Ltd.,BOM531506
3639,Shukra Jewellers Ltd.,BOM523790
3640,Shyam Century Ferrous Ltd,BOM539252
3641,Shyam Telecom Ltd.,BOM517411
3642,Shyama Infosys Ltd.,BOM531219
3643,Shyamal Holdings & Trading Ltd.,BOM505529
3644,Shyamkamal Investments Ltd.,BOM505515
3645,Sibar Auto Parts Ltd.,BOM520141
3646,Sicagen India Ltd.,BOM533014
3647,Sical Logistics Ltd.,BOM520086
3648,Siddarth Businesses Ltd,BOM538520
3649,Siddha Ventures Ltd.,BOM530439
3650,Siddhartha Tubes Ltd.,BOM523728
3651,Siddhi Vinayak Shipping Corporation Ltd,BOM537669
3652,Siel Financial Services Ltd.,BOM532217
3653,Siemens Ltd.,BOM500550
3654,Signet Industries Limited,BOM512131
3655,Sigrun Holdings Limited,BOM531863
3656,Sika Interplant Systems Ltd.,BOM523606
3657,Sikozy Realtors Limited,BOM524642
3658,Sil Investments Ltd.,BOM521194
3659,Silicon Valley Infotech Ltd.,BOM531738
3660,Silver Oak (india) Ltd.,BOM531635
3661,Silver Oak Commercial Ltd.,BOM512197
3662,Silverpoint Infratech Ltd,BOM536073
3663,Silverton Spinners Limited,BOM531118
3664,Simbhaoli Sugars Ltd,BOM507446
3665,Simmonds Marshall Ltd.,BOM507998
3666,Simplex Castings Ltd.,BOM513472
3667,Simplex Infrastructures Ltd.,BOM523838
3668,Simplex Mills Company Ltd.,BOM533018
3669,Simplex Papers Ltd.,BOM533019
3670,Simplex Projects Ltd.,BOM532877
3671,Simplex Realty Ltd.,BOM503229
3672,Simplex Trading & Agencies Ltd.,BOM504382
3673,Simran Farms Ltd.,BOM519566
3674,Sinclairs Hotels Ltd,BOM523023
3675,Sindhu Trade Links Limited,BOM532029
3676,Sindu Valley Technologies Ltd.,BOM505504
3677,Singer India Ltd.,BOM505729
3678,Sinnar Bidi Udyog Ltd.,BOM509887
3679,Sinner Energy India Ltd,BOM539410
3680,Sintex Industries Ltd.,BOM502742
3681,Sip Industries Ltd.,BOM523164
3682,Sir Shadi Lal Enterprises Ltd.,BOM532879
3683,Sirohia & Sons Ltd,BOM538667
3684,Sirpur Paper Mills Ltd.,BOM502455
3685,Sita Enterprises Ltd.,BOM512589
3686,Sita Shree Food Products Ltd.,BOM532961
3687,Siti Cable Network Ltd.,BOM532795
3688,Siyaram Silk Mills Ltd,BOM503811
3689,Sj Corporation Ltd.,BOM504398
3690,Sjvn Ltd,BOM533206
3691,Skf India Ltd,BOM500472
3692,Skipper Ltd,BOM538562
3693,Skp Securities Ltd.,BOM531169
3694,Sks Logistics Ltd,BOM526508
3695,Sks Microfinance Ltd.,BOM533228
3696,Sky Industries Ltd,BOM526479
3697,Skyline Millars Ltd.,BOM505650
3698,Skyline Ventures India Ltd,BOM538919
3699,Skypak Service Specialist Ltd.,BOM523846
3700,Smartlink Network Systems Ltd.,BOM532419
3701,Smifs Capital Markets Ltd.,BOM508905
3702,Smilax Industries Limited,BOM519586
3703,Smiths & Founders (india) Limited,BOM513418
3704,Sml Isuzu Limited,BOM505192
3705,Smruthi Organics Ltd,BOM590046
3706,Sms Pharmaceuticals Ltd.,BOM532815
3707,Sms Techsoft (india) Limited,BOM531838
3708,Snl Bearings Ltd.,BOM505827
3709,Snowman Logistics Ltd,BOM538635
3710,Sns Textiles Ltd.,BOM514240
3711,Sobha Limited,BOM532784
3712,Sobhagya Merchantile Ltd.,BOM512014
3713,Socrus Bio Sciences Limited,BOM524719
3714,Sofcom Systems Ltd,BOM538923
3715,Softbpo Global Services Ltd.,BOM504375
3716,Softech Infinium Solutions Ltd.,BOM530651
3717,Softsol India Ltd.,BOM532344
3718,Software Technology Group International Ltd.,BOM532293
3719,Solar Industries India Ltd.,BOM532725
3720,Solid Carbide Tools Ltd.,BOM500394
3721,Solid Containers Ltd.,BOM502460
3722,Solid Stone Company Ltd.,BOM513699
3723,Solitaire Machine Tools Ltd.,BOM522152
3724,Som Datt Finance Corporation Ltd.,BOM511571
3725,Som Distilleries & Breweries Ltd.,BOM507514
3726,Soma Papers & Industries Ltd.,BOM516038
3727,Soma Textiles & Industries Ltd.,BOM521034
3728,Somany Ceramics Ltd.,BOM531548
3729,Somi Conveyor Beltings Ltd.,BOM533001
3730,Sona Koyo Steering Systems Ltd.,BOM520057
3731,Sonal Adhesives Ltd.,BOM526901
3732,Sonal Mercantile Ltd,BOM538943
3733,Sonata Software Ltd.,BOM532221
3734,Soni Medicare Ltd,BOM539378
3735,Source Industries (india) Ltd.,BOM521036
3736,Source Natural Foods & Herbal Suppl Ltd.,BOM531398
3737,South Asian Enterprises Ltd.,BOM526477
3738,South India Paper Mills Ltd.,BOM516108
3739,South India Projects Ltd,BOM538891
3740,South Indian Bank Ltd.,BOM532218
3741,Southern Gas Ltd.,BOM509910
3742,Southern Ispat And Energy Ltd,BOM531645
3743,Southern Latex Ltd.,BOM514454
3744,Southern Magnesium & Chemicals Ltd.,BOM513498
3745,Southern Online Bio Technologies Ltd.,BOM532669
3746,Southern Petrochemicals Ltd.,BOM590030
3747,Sovereign Diamonds Ltd.,BOM523826
3748,Sowbhagya Media Ltd.,BOM532025
3749,Sp Capital Financing Ltd.,BOM530289
3750,Spaceage Products Ltd,BOM538920
3751,Span Diagnostics Ltd,BOM524727
3752,Spanco Ltd,BOM508976
3753,Sparc Systems Ltd.,BOM531370
3754,Speciality Papers Ltd.,BOM502465
3755,Speciality Restaurants Ltd.,BOM534425
3756,Spectacle Ventures Ltd,BOM512413
3757,Spectra Industries Ltd.,BOM513687
3758,Spectrum Foods Ltd.,BOM531982
3759,Specular Marketing & Financing Ltd.,BOM512153
3760,Speedage Commercials Ltd.,BOM512291
3761,Spel Semiconductor Ltd.,BOM517166
3762,Spenta International Ltd.,BOM526161
3763,Spentex Industries Ltd.,BOM521082
3764,Sphere Global Services Ltd.,BOM532172
3765,Spice Islands Apparels Ltd,BOM526827
3766,Spice Mobility Limited,BOM517214
3767,Spicejet Ltd.,BOM500285
3768,Spisys Ltd,BOM539168
3769,Spl Industries Ltd.,BOM532651
3770,Spml Infra Limited,BOM500402
3771,Sportking India Ltd,BOM539221
3772,Sps Finquest Ltd,BOM538402
3773,Sps International Ltd.,BOM530177
3774,Sql Star International Ltd,BOM532249
3775,Sqs India Bfsi Limited,BOM533121
3776,Square Four Projects India Limited,BOM526532
3777,Sree Jayalakshmi Autospin Ltd.,BOM530037
3778,Sree Rayalaseema Alkalies & Allied Chemicals Ltd.,BOM507753
3779,Sree Rayalaseema Hi-strength Hypo Ltd.,BOM532842
3780,Sree Sakthi Paper Mills Ltd.,BOM532701
3781,Sreeleathers Ltd.,BOM535601
3782,Srei Infrastructure Finance Ltd.,BOM523756
3783,Srestha Finvest Ltd,BOM539217
3784,Srf Ltd.,BOM503806
3785,Srfbbph,BOM533102
3786,Srg Housing Finance Ltd.,BOM534680
3787,Sri Adhikari Brothers Television Network Ltd.,BOM530943
3788,Sri Amarnath Finance Ltd,BOM538863
3789,Sri Arumuga Enterprise Limited,BOM507918
3790,Sri Kpr Industries Ltd.,BOM514442
3791,Sri Krishna Constructions (india) Ltd,BOM539363
3792,Sri Lakshmi Saraswathi Textiles (arni) Ltd,BOM521161
3793,Sri Nachammai Cotton Mills Ltd,BOM521234
3794,Sri Ramakrishna Mills (coimbatore) Ltd,BOM521178
3795,Sri Vajra Granites Ltd.,BOM515081
3796,Srikalahasthi Pipes Limited,BOM513605
3797,Srinivasa Hatcheries Ltd,BOM526893
3798,Srm Energy Ltd.,BOM523222
3799,Srs Finance Ltd,BOM536799
3800,Srs Ltd.,BOM533569
3801,Srs Real Infrastructure Ltd.,BOM533305
3802,Ss Organics Ltd.,BOM524636
3803,Ssk Lifestyles Limited,BOM514336
3804,Sspdl Ltd,BOM530821
3805,Sspn Finance Ltd,BOM539026
3806,Stampede Capital Limited,BOM531723
3807,Standard Batteries Ltd.,BOM504180
3808,Standard Capital Markets Ltd.,BOM511700
3809,Standard Chartered Plc,BOM580001
3810,Standard Industries Ltd.,BOM530017
3811,Standard Shoe Sole And Mould (india) Ltd.,BOM523351
3812,Stanpacks (india) Ltd.,BOM530931
3813,Stanrose Mafatlal Investments And Finance Ltd.,BOM506105
3814,Star Delta Transformers Ltd,BOM539255
3815,Star Delta Transformers Ltd.,BOM590129
3816,Star Ferro And Cement Ltd,BOM536666
3817,Star Paper Mills Ltd.,BOM516022
3818,Starcom Information Technology Ltd,BOM531616
3819,Starlit Power Systems Ltd,BOM538733
3820,Starlite Components Ltd.,BOM517548
3821,Starlog Enterprises Ltd,BOM520155
3822,State Bank Of Bikaner & Jaipur,BOM501061
3823,State Bank Of India,BOM500112
3824,State Bank Of Mysore,BOM532200
3825,State Bank Of Travancore,BOM532191
3826,State Trading Corporation Of India Ltd.,BOM512531
3827,Steel Authority Of India Ltd.,BOM500113
3828,Steel Exchange India Ltd.,BOM534748
3829,Steel Strips Infrastructures Ltd.,BOM513173
3830,Steel Strips Wheels Ltd,BOM513262
3831,Steelcast Ltd.,BOM513517
3832,Steelco Gujarat Ltd.,BOM500399
3833,Stel HoldingsÂ limited,BOM533316
3834,Stelco Strips Ltd.,BOM513530
3835,Stellant Securities (india) Ltd.,BOM526071
3836,Stellar Capital Services Ltd,BOM536738
3837,Step Two Corporation Ltd.,BOM531509
3838,Sterling Biotech Ltd.,BOM512299
3839,Sterling Green Woods Ltd.,BOM526500
3840,Sterling Guaranty & Finance Ltd.,BOM508963
3841,Sterling Holiday Resorts (india) Ltd,BOM523363
3842,Sterling International Enterprises Ltd,BOM508998
3843,Sterling Powergensys Limited,BOM513575
3844,Sterling Spinners Ltd.,BOM531628
3845,Sterling Tools Ltd,BOM530759
3846,Sterling Webnet Ltd.,BOM531901
3847,Sterlite Technologies Ltd.,BOM532374
3848,Stewarts & Lloyds Of India Ltd,BOM504960
3849,Sti India Ltd.,BOM513151
3850,Stl Global Ltd.,BOM532730
3851,Stone India Ltd,BOM522085
3852,Store One Retail India Limited,BOM532679
3853,Stovec Industries Ltd.,BOM504959
3854,Strides Shasun Ltd,BOM532531
3855,Sturdy Industries Ltd.,BOM530611
3856,Stylam Industries Limited,BOM526951
3857,Suashish Diamonds Ltd.,BOM526733
3858,Subex Ltd.,BOM532348
3859,Subh Tex (india) Ltd,BOM536671
3860,Subhash Silk Mills Ltd.,BOM530231
3861,Subros Ltd.,BOM517168
3862,Subway Finance & Investment Co.ltd.,BOM511024
3863,Suchak Trading Ltd.,BOM512075
3864,Suchitra Finance & Trading Company Ltd,BOM538714
3865,Sudal Industries Ltd.,BOM506003
3866,Sudar Industries Ltd.,BOM533332
3867,Sudarshan Chemical Industries Ltd.,BOM506655
3868,Sudev Industries Ltd.,BOM526530
3869,Suditi Industries Ltd.,BOM521113
3870,Sugal & Damani Share Brokers Ltd.,BOM511654
3871,Sujala Trading & Holdings Ltd,BOM539117
3872,Sujana Metal Products Ltd.,BOM513414
3873,Sujana Towers Ltd.,BOM532887
3874,Sujana Universal Industries Ltd,BOM517224
3875,Sukhjit Starch & Chemicals Ltd,BOM524542
3876,Sulabh Engineers & Services Ltd.,BOM508969
3877,Sumedha Fiscal Services Ltd.,BOM530419
3878,Sumeet Industries Ltd,BOM514211
3879,Sumeru Industries Ltd.,BOM530445
3880,Summit Securities Ltd.,BOM533306
3881,Sun And Shine Worldwide Ltd.,BOM532154
3882,Sun Granite Export Ltd,BOM531013
3883,Sun Pharma Advanced Research Company Ltd.,BOM532872
3884,Sun Pharmaceutical Industries Ltd.,BOM524715
3885,Sun Source (india) Ltd.,BOM517403
3886,Sun Techno Overseas Ltd.,BOM531752
3887,Sun Tv Network Ltd.,BOM532733
3888,Sunbright Stock Broking Ltd.,BOM530763
3889,Suncity Synthetics Ltd.,BOM530795
3890,Sundaram Brake Linings Ltd.,BOM590072
3891,Sundaram Finance Ltd.,BOM590071
3892,Sundaram Multi Pap Ltd.,BOM533166
3893,Sundaram-clayton Ltd.,BOM520056
3894,Sunday Exports Ltd.,BOM530425
3895,Sundram Fasteners Ltd.,BOM500403
3896,Sunflag Iron & Steel Co.ltd.,BOM500404
3897,Sungold Capital Ltd.,BOM531433
3898,Sunil Agro Foods Ltd,BOM530953
3899,Sunil Healthcare Ltd,BOM537253
3900,Sunil Hitech Engineers Ltd.,BOM532711
3901,Sunil Industries Ltd.,BOM521232
3902,Sunitee Chemicals Ltd.,BOM531945
3903,Sunlake Resorts & Hotels Ltd.,BOM531295
3904,Sunraj Diamond Exports Ltd.,BOM523425
3905,Sunrise Asian Limited,BOM506615
3906,Sunrise Industrial Traders Ltd.,BOM501110
3907,Sunshield Chemicals Ltd.,BOM530845
3908,Sunstar Realty Development Ltd.,BOM535141
3909,Sunteck Realty Ltd.,BOM512179
3910,Super Bakers (india) Ltd.,BOM530735
3911,Super Crop Safe Ltd.,BOM530883
3912,Super Domestic Machines Ltd.,BOM531699
3913,Super Sales India Ltd,BOM512527
3914,Super Spinning Mills Ltd.,BOM521180
3915,Super Tannery Limited,BOM523842
3916,Superb Papers Ltd.,BOM532070
3917,Superhouse Ltd.,BOM523283
3918,Superior Industrial Enterprises Limited,BOM519234
3919,Supertex Industries Ltd.,BOM526133
3920,Supra Trends Limited,BOM511539
3921,Suprajit Engineering Ltd,BOM532509
3922,Supreme Holdings & Hospitality (india) Ltd.,BOM530677
3923,Supreme Industries Ltd.,BOM509930
3924,Supreme Infrastructure India Ltd.,BOM532904
3925,Supreme Petrochem Ltd.,BOM500405
3926,Supreme Tex Mart Ltd.,BOM531934
3927,Surabhi Chemicals & Investments Ltd.,BOM512311
3928,Suraj Ltd,BOM531638
3929,Suraj Products Ltd.,BOM518075
3930,Surana Corporation Ltd.,BOM531102
3931,Surana Industries Ltd.,BOM513597
3932,Surana Solar Limited,BOM533298
3933,Surana Telecom And Power Limited,BOM517530
3934,Surat Textile Mills Ltd.,BOM530185
3935,Surya India Ltd,BOM539253
3936,Surya Industrial Corporation Ltd.,BOM531262
3937,Surya Marketing Ltd,BOM538575
3938,Surya Pharmaceutical Ltd.,BOM532516
3939,Surya Roshni Ltd.,BOM500336
3940,Suryaamba Spinning Mills Ltd.,BOM533101
3941,Suryachakra Power Corporation Ltd.,BOM532874
3942,Suryajyoti Spinning Mills Ltd,BOM521022
3943,Suryakripa Finance Ltd.,BOM511185
3944,Suryalakshmi Cotton Mills Ltd.,BOM521200
